STEP, TIME, CPUS, MULTIPLEDOMAIN, HIGHESTTIMEBIN, CPU_ALL1, CPU_ALL2, CPU_ALL3, CPU_TREE1, CPU_TREE2, CPU_TREE3, CPU_TREEBUILD1, CPU_TREEBUILD2, CPU_TREEBUILD3, CPU_TREEBUILD_INSERT1, CPU_TREEBUILD_INSERT2, CPU_TREEBUILD_INSERT3, CPU_TREEBUILD_BRANCHES1, CPU_TREEBUILD_BRANCHES2, CPU_TREEBUILD_BRANCHES3, CPU_TREEBUILD_TOPLEVEL1, CPU_TREEBUILD_TOPLEVEL2, CPU_TREEBUILD_TOPLEVEL3, CPU_TREEFORCE1, CPU_TREEFORCE2, CPU_TREEFORCE3, CPU_TREEWALK1, CPU_TREEWALK2, CPU_TREEWALK3, CPU_TREEIMBALANCE1, CPU_TREEIMBALANCE2, CPU_TREEIMBALANCE3, CPU_TREEFETCH1, CPU_TREEFETCH2, CPU_TREEFETCH3, CPU_TREESTACK1, CPU_TREESTACK2, CPU_TREESTACK3, CPU_PM_GRAVITY1, CPU_PM_GRAVITY2, CPU_PM_GRAVITY3, CPU_NGBTREEUPDATEVEL1, CPU_NGBTREEUPDATEVEL2, CPU_NGBTREEUPDATEVEL3, CPU_NGBTREEUPDATEMAXHSML1, CPU_NGBTREEUPDATEMAXHSML2, CPU_NGBTREEUPDATEMAXHSML3, CPU_SPH1, CPU_SPH2, CPU_SPH3, CPU_DENSITY1, CPU_DENSITY2, CPU_DENSITY3, CPU_DENSWALK1, CPU_DENSWALK2, CPU_DENSWALK3, CPU_DENSFETCH1, CPU_DENSFETCH2, CPU_DENSFETCH3, CPU_DENSIMBALANCE1, CPU_DENSIMBALANCE2, CPU_DENSIMBALANCE3, CPU_HYDRO1, CPU_HYDRO2, CPU_HYDRO3, CPU_HYDROWALK1, CPU_HYDROWALK2, CPU_HYDROWALK3, CPU_HYDROFETCH1, CPU_HYDROFETCH2, CPU_HYDROFETCH3, CPU_HYDROIMBALANCE1, CPU_HYDROIMBALANCE2, CPU_HYDROIMBALANCE3, CPU_DOMAIN1, CPU_DOMAIN2, CPU_DOMAIN3, CPU_PEANO1, CPU_PEANO2, CPU_PEANO3, CPU_DRIFTS1, CPU_DRIFTS2, CPU_DRIFTS3, CPU_TIMELINE1, CPU_TIMELINE2, CPU_TIMELINE3, CPU_TREE_TIMESTEPS1, CPU_TREE_TIMESTEPS2, CPU_TREE_TIMESTEPS3, CPU_SNAPSHOT1, CPU_SNAPSHOT2, CPU_SNAPSHOT3, CPU_LOGS1, CPU_LOGS2, CPU_LOGS3, CPU_RESTART1, CPU_RESTART2, CPU_RESTART3, CPU_MISC1, CPU_MISC2, CPU_MISC3, 
0, 0.0909091, 40, 22, 0.351573, 0.351573, 100.000000, 0.048246, 0.048246, 13.722864, 0.013364, 0.013364, 3.801145, 0.006052, 0.006052, 1.721490, 0.000837, 0.000837, 0.237996, 0.004994, 0.004994, 1.420519, 0.033711, 0.033711, 9.588734, 0.029329, 0.029329, 8.342274, 0.004342, 0.004342, 1.235109, 0.000015, 0.000015, 0.004183, 0.000025, 0.000025, 0.007168, 0.030831, 0.030831, 8.769538, 0.000246, 0.000246, 0.069894, 0.000251, 0.000251, 0.071259, 0.041256, 0.041256, 11.734566, 0.026221, 0.026221, 7.458120, 0.017844, 0.017844, 5.075458, 0.000317, 0.000317, 0.090266, 0.005800, 0.005800, 1.649683, 0.015035, 0.015035, 4.276446, 0.011837, 0.011837, 3.366932, 0.000017, 0.000017, 0.004867, 0.001980, 0.001980, 0.563295, 0.026824, 0.026824, 7.629755, 0.000505, 0.000505, 0.143579, 0.001424, 0.001424, 0.405168, 0.000059, 0.000059, 0.016648, 0.000935, 0.000935, 0.265904, 0.083950, 0.083950, 23.878298, 0.001608, 0.001608, 0.457252, 0.000000, 0.000000, 0.000000, 0.115440, 0.115440, 32.835276, 
1, 0.0926282, 40, 22, 0.059379, 0.410952, 100.000000, 0.021673, 0.069919, 17.013883, 0.003812, 0.017176, 4.179556, 0.001903, 0.007956, 1.935877, 0.000070, 0.000906, 0.220533, 0.001554, 0.006549, 1.593533, 0.017327, 0.051038, 12.419492, 0.015494, 0.044824, 10.907234, 0.001822, 0.006164, 1.500008, 0.000002, 0.000017, 0.004158, 0.000008, 0.000033, 0.008091, 0.006169, 0.037001, 9.003629, 0.000367, 0.000613, 0.149179, 0.000148, 0.000398, 0.096885, 0.021293, 0.062548, 15.220326, 0.006739, 0.032960, 8.020352, 0.005190, 0.023034, 5.605047, 0.000005, 0.000322, 0.078473, 0.001080, 0.006880, 1.674076, 0.014554, 0.029588, 7.199974, 0.011372, 0.023209, 5.647548, 0.000013, 0.000030, 0.007331, 0.002339, 0.004319, 1.051012, 0.005569, 0.032393, 7.882381, 0.000100, 0.000605, 0.147226, 0.000739, 0.002164, 0.526501, 0.000031, 0.000089, 0.021687, 0.000551, 0.001486, 0.361487, 0.000000, 0.083950, 20.428076, 0.000666, 0.002274, 0.553242, 0.000000, 0.000000, 0.000000, 0.002074, 0.117514, 28.595498, 
2, 0.0943798, 40, 22, 0.058612, 0.469564, 100.000000, 0.022343, 0.092262, 19.648378, 0.004590, 0.021766, 4.635321, 0.002479, 0.010435, 2.222215, 0.000071, 0.000977, 0.208064, 0.001548, 0.008096, 1.724234, 0.017337, 0.068375, 14.561464, 0.015349, 0.060172, 12.814492, 0.001939, 0.008103, 1.725618, 0.000008, 0.000025, 0.005269, 0.000042, 0.000076, 0.016084, 0.005948, 0.042949, 9.146568, 0.000348, 0.000961, 0.204709, 0.000234, 0.000632, 0.134615, 0.020431, 0.082979, 17.671525, 0.006285, 0.039245, 8.357755, 0.005076, 0.028110, 5.986465, 0.000003, 0.000326, 0.069356, 0.000746, 0.007625, 1.623906, 0.014146, 0.043734, 9.313770, 0.011445, 0.034653, 7.379883, 0.000006, 0.000036, 0.007613, 0.001880, 0.006200, 1.320283, 0.005257, 0.037650, 8.018139, 0.000102, 0.000707, 0.150482, 0.000716, 0.002880, 0.613257, 0.000031, 0.000120, 0.025505, 0.000548, 0.002034, 0.433166, 0.000000, 0.083950, 17.878210, 0.000803, 0.003077, 0.655255, 0.000000, 0.000000, 0.000000, 0.001850, 0.119364, 25.420191, 
3, 0.0961645, 40, 22, 0.060818, 0.530382, 100.000000, 0.022283, 0.114545, 21.596635, 0.004628, 0.026394, 4.976404, 0.002398, 0.012833, 2.419537, 0.000069, 0.001046, 0.197237, 0.001667, 0.009763, 1.840841, 0.017208, 0.085584, 16.136228, 0.015214, 0.075386, 14.213548, 0.001985, 0.010088, 1.902023, 0.000002, 0.000027, 0.005070, 0.000007, 0.000083, 0.015587, 0.006170, 0.049119, 9.260989, 0.000261, 0.001222, 0.230459, 0.000111, 0.000743, 0.140053, 0.020456, 0.103435, 19.502033, 0.006433, 0.045678, 8.612196, 0.005010, 0.033120, 6.244588, 0.000003, 0.000328, 0.061889, 0.000924, 0.008550, 1.612001, 0.014024, 0.057758, 10.889837, 0.011428, 0.046082, 8.688406, 0.000004, 0.000040, 0.007555, 0.001826, 0.008026, 1.513220, 0.005177, 0.042827, 8.074842, 0.000103, 0.000809, 0.152588, 0.000885, 0.003764, 0.709766, 0.000031, 0.000151, 0.028415, 0.000602, 0.002636, 0.496981, 0.000000, 0.083950, 15.828154, 0.000930, 0.004007, 0.755498, 0.000000, 0.000000, 0.000000, 0.003810, 0.123174, 23.223587, 
4, 0.097983, 40, 22, 0.059419, 0.589800, 100.000000, 0.022719, 0.137263, 23.272828, 0.004816, 0.031210, 5.291578, 0.002505, 0.015338, 2.600564, 0.000070, 0.001116, 0.189234, 0.001710, 0.011474, 1.945351, 0.017409, 0.102992, 17.462263, 0.015254, 0.090640, 15.367969, 0.002146, 0.012234, 2.074229, 0.000002, 0.000029, 0.004895, 0.000007, 0.000089, 0.015170, 0.005718, 0.054837, 9.297542, 0.001340, 0.002562, 0.434459, 0.000112, 0.000855, 0.144921, 0.020849, 0.124284, 21.072301, 0.006325, 0.052002, 8.816908, 0.004989, 0.038109, 6.461404, 0.000002, 0.000331, 0.056046, 0.000912, 0.009462, 1.604208, 0.014525, 0.072282, 12.255393, 0.011564, 0.057646, 9.773823, 0.000003, 0.000043, 0.007351, 0.002172, 0.010198, 1.729109, 0.004588, 0.047416, 8.039251, 0.000100, 0.000909, 0.154203, 0.000712, 0.004476, 0.758913, 0.000031, 0.000181, 0.030726, 0.000587, 0.003223, 0.546488, 0.000000, 0.083950, 14.233570, 0.000790, 0.004797, 0.813397, 0.000000, 0.000000, 0.000000, 0.001872, 0.125046, 21.201400, 
5, 0.0998359, 40, 22, 0.062756, 0.652556, 100.000000, 0.022908, 0.160171, 24.545170, 0.004812, 0.036021, 5.520036, 0.002606, 0.017944, 2.749794, 0.000070, 0.001186, 0.181769, 0.001568, 0.013042, 1.998572, 0.017630, 0.120622, 18.484548, 0.015129, 0.105769, 16.208443, 0.002490, 0.014724, 2.256382, 0.000002, 0.000031, 0.004753, 0.000008, 0.000098, 0.014970, 0.006934, 0.061771, 9.465945, 0.000294, 0.002856, 0.437738, 0.000108, 0.000962, 0.147484, 0.022991, 0.147275, 22.568953, 0.006779, 0.058781, 9.007870, 0.004964, 0.043073, 6.600690, 0.000003, 0.000333, 0.051073, 0.001257, 0.010718, 1.642525, 0.016211, 0.088494, 13.561083, 0.011684, 0.069330, 10.624372, 0.000005, 0.000048, 0.007366, 0.003673, 0.013871, 2.125695, 0.005206, 0.052621, 8.063852, 0.000101, 0.001011, 0.154888, 0.000864, 0.005340, 0.818260, 0.000031, 0.000212, 0.032518, 0.000692, 0.003915, 0.599955, 0.000000, 0.083950, 12.864742, 0.000835, 0.005632, 0.863141, 0.000000, 0.000000, 0.000000, 0.001794, 0.126840, 19.437355, 
6, 0.101724, 40, 22, 0.062027, 0.714583, 100.000000, 0.022847, 0.183018, 25.611872, 0.005306, 0.041328, 5.783457, 0.002795, 0.020739, 2.902231, 0.000072, 0.001258, 0.176024, 0.001612, 0.014653, 2.050618, 0.017094, 0.137716, 19.272299, 0.015240, 0.121009, 16.934276, 0.001845, 0.016569, 2.318705, 0.000002, 0.000033, 0.004648, 0.000007, 0.000105, 0.014670, 0.006148, 0.067918, 9.504589, 0.000253, 0.003109, 0.435098, 0.000122, 0.001084, 0.151761, 0.020852, 0.168127, 23.527962, 0.006305, 0.065086, 9.108247, 0.004971, 0.048044, 6.723392, 0.000002, 0.000336, 0.046961, 0.000849, 0.011568, 1.618778, 0.014547, 0.103041, 14.419715, 0.011743, 0.081073, 11.345473, 0.000004, 0.000052, 0.007273, 0.001872, 0.015743, 2.203169, 0.004839, 0.057460, 8.041053, 0.000101, 0.001111, 0.155539, 0.000703, 0.006042, 0.845566, 0.000031, 0.000243, 0.033971, 0.000636, 0.004551, 0.636934, 0.000000, 0.083950, 11.748066, 0.000899, 0.006531, 0.914011, 0.000000, 0.000000, 0.000000, 0.004598, 0.131437, 18.393579, 
7, 0.103647, 40, 22, 0.060885, 0.775468, 100.000000, 0.022907, 0.205925, 26.554907, 0.005107, 0.046434, 5.987917, 0.002612, 0.023351, 3.011229, 0.000072, 0.001330, 0.171463, 0.001809, 0.016462, 2.122888, 0.017213, 0.154929, 19.978798, 0.015252, 0.136262, 17.571547, 0.001950, 0.018519, 2.388154, 0.000002, 0.000035, 0.004561, 0.000008, 0.000113, 0.014536, 0.005977, 0.073895, 9.529080, 0.000280, 0.003390, 0.437094, 0.001256, 0.002340, 0.301761, 0.021555, 0.189682, 24.460350, 0.006284, 0.071370, 9.203500, 0.004947, 0.052991, 6.833452, 0.000002, 0.000338, 0.043583, 0.000899, 0.012466, 1.607577, 0.015271, 0.118312, 15.256850, 0.011858, 0.092931, 11.983812, 0.000003, 0.000055, 0.007137, 0.002527, 0.018271, 2.356090, 0.004453, 0.061913, 7.983933, 0.000099, 0.001210, 0.156033, 0.000691, 0.006733, 0.868250, 0.000032, 0.000274, 0.035373, 0.000650, 0.005201, 0.670743, 0.000000, 0.083950, 10.825673, 0.000811, 0.007343, 0.946875, 0.000000, 0.000000, 0.000000, 0.002175, 0.133613, 17.229926, 
8, 0.105607, 40, 22, 0.058715, 0.834183, 100.000000, 0.022342, 0.228267, 27.364120, 0.004865, 0.051299, 6.149664, 0.002723, 0.026074, 3.125721, 0.000072, 0.001401, 0.167970, 0.001619, 0.018082, 2.167575, 0.016988, 0.171917, 20.608985, 0.015221, 0.151483, 18.159466, 0.001757, 0.020276, 2.430658, 0.000002, 0.000037, 0.004472, 0.000007, 0.000120, 0.014389, 0.006111, 0.080006, 9.590951, 0.000252, 0.003641, 0.436485, 0.000110, 0.002450, 0.293753, 0.021240, 0.210922, 25.284826, 0.006344, 0.077714, 9.316151, 0.004971, 0.057962, 6.948405, 0.000002, 0.000340, 0.040810, 0.000893, 0.013359, 1.601424, 0.014896, 0.133208, 15.968675, 0.011903, 0.104833, 12.567175, 0.000003, 0.000059, 0.007016, 0.002142, 0.020413, 2.447054, 0.004542, 0.066455, 7.966471, 0.000098, 0.001308, 0.156762, 0.000701, 0.007434, 0.891223, 0.000031, 0.000305, 0.036618, 0.000583, 0.005784, 0.693398, 0.000000, 0.083950, 10.063691, 0.000790, 0.008132, 0.974895, 0.000000, 0.000000, 0.000000, 0.001916, 0.135528, 16.246807, 
9, 0.107604, 40, 22, 0.058749, 0.892933, 100.000000, 0.022781, 0.251048, 28.115008, 0.004929, 0.056229, 6.297067, 0.002772, 0.028847, 3.230537, 0.000072, 0.001474, 0.165022, 0.001619, 0.019701, 2.206298, 0.017382, 0.189299, 21.199650, 0.015278, 0.166761, 18.675706, 0.002094, 0.022371, 2.505291, 0.000002, 0.000039, 0.004416, 0.000007, 0.000127, 0.014238, 0.005877, 0.085883, 9.618071, 0.000256, 0.003898, 0.436484, 0.000113, 0.002563, 0.287057, 0.021452, 0.232374, 26.023651, 0.006333, 0.084046, 9.412392, 0.004954, 0.062916, 7.046022, 0.000002, 0.000343, 0.038384, 0.000952, 0.014311, 1.602722, 0.015119, 0.148327, 16.611259, 0.011951, 0.116784, 13.078754, 0.000003, 0.000062, 0.006901, 0.002333, 0.022746, 2.547375, 0.004235, 0.070690, 7.916661, 0.000098, 0.001406, 0.157435, 0.000706, 0.008141, 0.911685, 0.000031, 0.000336, 0.037659, 0.000593, 0.006377, 0.714156, 0.000000, 0.083950, 9.401563, 0.000725, 0.008857, 0.991933, 0.000000, 0.000000, 0.000000, 0.001882, 0.137410, 15.388636, 
